 t(yr) LimitsTHETA(1) THETA(2) THETA(3) SALT(1)  SALT(2)  SALT(3)  DIC(1)   DIC(2)   DIC(3)   ALK(1)   ALK(2)   ALK(3)   PO4(1)   PO4(2)   PO4(3)   NO3(1)   NO3(2)   NO3(3)   FeT(1)   FeT(2)   FeT(3)   LT(1)    LT(2)    LT(3)    Exp(1)   Exp(2)   EXP(3)   P*  OCPCO2(1) OCPCO2(2)  OCPCO2(3) ATPCO2
   21900 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   22000 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   22100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   22200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   22300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   22400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   22500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   22600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   22700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   22800 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   22900 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   23000 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   23100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   23200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   23300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   23400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   23500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   23600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   23700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   23800 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   23900 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   24000 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   24100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   24200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   24300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   24400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   24500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   24600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   24700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   24800 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   24900 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   25000 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   25100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   25200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   25300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   25400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   25500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   25600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   25700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   25800 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   25900 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   26000 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   26100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   26200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   26300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   26400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   26500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   26600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   26700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   26800 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   26900 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   27000 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   27100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   27200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   27300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   27400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   27500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   27600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   27700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   27800 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   27900 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   28000 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   28100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   28200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   28300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   28400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   28500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   28600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   28700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   28800 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   28900 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   29000 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   29100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   29200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   29300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   29400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   29500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   29600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
