 t(yr) LimitsTHETA(1) THETA(2) THETA(3) SALT(1)  SALT(2)  SALT(3)  DIC(1)   DIC(2)   DIC(3)   ALK(1)   ALK(2)   ALK(3)   PO4(1)   PO4(2)   PO4(3)   NO3(1)   NO3(2)   NO3(3)   FeT(1)   FeT(2)   FeT(3)   LT(1)    LT(2)    LT(3)    Exp(1)   Exp(2)   EXP(3)   P*  OCPCO2(1) OCPCO2(2)  OCPCO2(3) ATPCO2
   45300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   45400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   45500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   45600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   45700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   45800 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   45900 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   46000 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   46100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   46200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   46300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   46400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   46500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   46600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   46700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
